Età	Stato civile	Tipo di indicatore demografico	Territorio	Seleziona periodo	Sesso	0	Flags
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2012"	"maschi"	1337	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2013"	"maschi"	1281	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2014"	"maschi"	1284	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2015"	"maschi"	1380	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2016"	"maschi"	1343	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2017"	"maschi"	1311	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2012"	"femmine"	1423	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2013"	"femmine"	1301	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2014"	"femmine"	1331	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2015"	"femmine"	1255	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2016"	"femmine"	1267	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2017"	"femmine"	1261	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2012"	"totale"	2760	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2013"	"totale"	2582	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2014"	"totale"	2615	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2015"	"totale"	2635	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2016"	"totale"	2610	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2017"	"totale"	2572	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2012"	"maschi"	4057	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2013"	"maschi"	3850	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2014"	"maschi"	4326	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2015"	"maschi"	4049	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2016"	"maschi"	4004	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2017"	"maschi"	3942	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2012"	"femmine"	4432	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2013"	"femmine"	4050	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2014"	"femmine"	4275	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2015"	"femmine"	3966	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2016"	"femmine"	4003	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2017"	"femmine"	3911	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2012"	"totale"	8489	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2013"	"totale"	7900	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2014"	"totale"	8601	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2015"	"totale"	8015	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2016"	"totale"	8007	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2017"	"totale"	7853	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2012"	"maschi"	1203	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2013"	"maschi"	1147	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2014"	"maschi"	1174	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2015"	"maschi"	1184	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2016"	"maschi"	1197	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2017"	"maschi"	1127	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2012"	"femmine"	1162	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2013"	"femmine"	1077	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2014"	"femmine"	1094	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2015"	"femmine"	1121	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2016"	"femmine"	1006	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2017"	"femmine"	1102	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2012"	"totale"	2365	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2013"	"totale"	2224	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2014"	"totale"	2268	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2015"	"totale"	2305	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2016"	"totale"	2203	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2017"	"totale"	2229	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2012"	"maschi"	61549	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2013"	"maschi"	60223	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2014"	"maschi"	60258	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2015"	"maschi"	61165	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2016"	"maschi"	58507	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2017"	"maschi"	57394	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2012"	"femmine"	61022	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2013"	"femmine"	59722	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2014"	"femmine"	59076	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2015"	"femmine"	59749	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2016"	"femmine"	57697	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2017"	"femmine"	56111	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2012"	"totale"	122571	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2013"	"totale"	119945	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2014"	"totale"	119334	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2015"	"totale"	120914	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2016"	"totale"	116204	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2017"	"totale"	113505	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2012"	"maschi"	5509	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2013"	"maschi"	5287	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2014"	"maschi"	5284	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2015"	"maschi"	5246	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2016"	"maschi"	5041	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2017"	"maschi"	4846	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2012"	"femmine"	5425	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2013"	"femmine"	5260	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2014"	"femmine"	5137	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2015"	"femmine"	5194	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2016"	"femmine"	4993	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2017"	"femmine"	4724	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2012"	"totale"	10934	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2013"	"totale"	10547	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2014"	"totale"	10421	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2015"	"totale"	10440	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2016"	"totale"	10034	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2017"	"totale"	9570	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2012"	"maschi"	3794	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2013"	"maschi"	3737	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2014"	"maschi"	3575	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2015"	"maschi"	3424	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2016"	"maschi"	3469	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2017"	"maschi"	3301	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2012"	"femmine"	3701	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2013"	"femmine"	3516	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2014"	"femmine"	3477	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2015"	"femmine"	3509	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2016"	"femmine"	3513	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2017"	"femmine"	3294	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2012"	"totale"	7495	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2013"	"totale"	7253	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2014"	"totale"	7052	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2015"	"totale"	6933	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2016"	"totale"	6982	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Como"	"2017"	"totale"	6595	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2012"	"maschi"	2095	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2013"	"maschi"	1966	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2014"	"maschi"	2070	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2015"	"maschi"	1991	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2016"	"maschi"	1805	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2017"	"maschi"	1777	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2012"	"femmine"	1993	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2013"	"femmine"	1920	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2014"	"femmine"	1951	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2015"	"femmine"	1869	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2016"	"femmine"	1820	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2017"	"femmine"	1715	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2012"	"totale"	4088	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2013"	"totale"	3886	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2014"	"totale"	4021	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2015"	"totale"	3860	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2016"	"totale"	3625	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2017"	"totale"	3492	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2012"	"maschi"	1054	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2013"	"maschi"	1114	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2014"	"maschi"	1080	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2015"	"maschi"	1057	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2016"	"maschi"	1013	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2017"	"maschi"	996	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2012"	"femmine"	1049	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2013"	"femmine"	1026	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2014"	"femmine"	1011	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2015"	"femmine"	1014	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2016"	"femmine"	932	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2017"	"femmine"	968	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2012"	"totale"	2103	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2013"	"totale"	2140	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2014"	"totale"	2091	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2015"	"totale"	2071	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2016"	"totale"	1945	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2017"	"totale"	1964	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2012"	"maschi"	18553	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2013"	"maschi"	18227	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2014"	"maschi"	18732	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2015"	"maschi"	20303	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2016"	"maschi"	19534	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2017"	"maschi"	19277	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2012"	"femmine"	18670	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2013"	"femmine"	18172	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2014"	"femmine"	18637	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2015"	"femmine"	19721	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2016"	"femmine"	19029	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2017"	"femmine"	18651	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2012"	"totale"	37223	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2013"	"totale"	36399	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2014"	"totale"	37369	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2015"	"totale"	40024	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2016"	"totale"	38563	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2017"	"totale"	37928	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2012"	"maschi"	7113	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2013"	"maschi"	7021	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2014"	"maschi"	6968	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2015"	"maschi"	6794	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2016"	"maschi"	6430	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2017"	"maschi"	6384	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2012"	"femmine"	7088	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2013"	"femmine"	6862	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2014"	"femmine"	6655	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2015"	"femmine"	6597	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2016"	"femmine"	6517	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2017"	"femmine"	6369	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2012"	"totale"	14201	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2013"	"totale"	13883	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2014"	"totale"	13623	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2015"	"totale"	13391	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2016"	"totale"	12947	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2017"	"totale"	12753	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2012"	"maschi"	8121	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2013"	"maschi"	7999	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2014"	"maschi"	7943	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2015"	"maschi"	7768	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2016"	"maschi"	7586	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2017"	"maschi"	7341	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2012"	"femmine"	8135	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2013"	"femmine"	8121	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2014"	"femmine"	7900	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2015"	"femmine"	7830	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2016"	"femmine"	7485	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2017"	"femmine"	7156	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2012"	"totale"	16256	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2013"	"totale"	16120	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2014"	"totale"	15843	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2015"	"totale"	15598	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2016"	"totale"	15071	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2017"	"totale"	14497	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2012"	"maschi"	3386	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2013"	"maschi"	3191	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2014"	"maschi"	3192	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2015"	"maschi"	3316	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2016"	"maschi"	2966	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2017"	"maschi"	3001	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2012"	"femmine"	3372	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2013"	"femmine"	3185	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2014"	"femmine"	3158	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2015"	"femmine"	3115	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2016"	"femmine"	3081	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2017"	"femmine"	2974	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2012"	"totale"	6758	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2013"	"totale"	6376	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2014"	"totale"	6350	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2015"	"totale"	6431	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2016"	"totale"	6047	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2017"	"totale"	5975	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2012"	"maschi"	1579	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2013"	"maschi"	1462	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2014"	"maschi"	1405	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2015"	"maschi"	1449	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2016"	"maschi"	1396	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2017"	"maschi"	1322	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2012"	"femmine"	1510	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2013"	"femmine"	1476	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2014"	"femmine"	1441	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2015"	"femmine"	1385	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2016"	"femmine"	1329	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2017"	"femmine"	1362	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2012"	"totale"	3089	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2013"	"totale"	2938	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2014"	"totale"	2846	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2015"	"totale"	2834	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2016"	"totale"	2725	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2017"	"totale"	2684	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2012"	"maschi"	2284	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2013"	"maschi"	2215	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2014"	"maschi"	2202	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2015"	"maschi"	2222	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2016"	"maschi"	2016	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2017"	"maschi"	2045	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2012"	"femmine"	2158	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2013"	"femmine"	2227	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2014"	"femmine"	2102	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2015"	"femmine"	2077	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2016"	"femmine"	1913	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2017"	"femmine"	1970	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2012"	"totale"	4442	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2013"	"totale"	4442	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2014"	"totale"	4304	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2015"	"totale"	4299	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2016"	"totale"	3929	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2017"	"totale"	4015	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2012"	"maschi"	2646	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2013"	"maschi"	2616	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2014"	"maschi"	2594	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2015"	"maschi"	2412	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2016"	"maschi"	2376	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2017"	"maschi"	2303	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2012"	"femmine"	2559	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2013"	"femmine"	2673	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2014"	"femmine"	2513	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2015"	"femmine"	2350	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2016"	"femmine"	2220	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2017"	"femmine"	2252	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2012"	"totale"	5205	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2013"	"totale"	5289	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2014"	"totale"	5107	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2015"	"totale"	4762	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2016"	"totale"	4596	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2017"	"totale"	4555	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2012"	"maschi"	71250	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2013"	"maschi"	69189	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2014"	"maschi"	67914	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2015"	"maschi"	66431	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2016"	"maschi"	64253	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2017"	"maschi"	62905	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2012"	"femmine"	70931	
